,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity ,Resolution
20183,Wind generation,Wind Onshore,2018-08-19,14,2365.179,PT30M
20184,Solar generation,Solar,2018-08-19,15,211.0,PT30M
20185,Wind generation,Wind Offshore,2018-08-19,15,2709.2529999999997,PT30M
20186,Wind generation,Wind Onshore,2018-08-19,15,2405.812,PT30M
20187,Solar generation,Solar,2018-08-19,16,435.0,PT30M
20188,Wind generation,Wind Offshore,2018-08-19,16,2913.4590000000003,PT30M
20189,Wind generation,Wind Onshore,2018-08-19,16,2346.527,PT30M
20190,Solar generation,Solar,2018-08-19,17,688.0,PT30M
20191,Wind generation,Wind Offshore,2018-08-19,17,2973.3940000000002,PT30M
20192,Wind generation,Wind Onshore,2018-08-19,17,2390.053,PT30M
20193,Solar generation,Solar,2018-08-19,18,955.0,PT30M
20194,Wind generation,Wind Offshore,2018-08-19,18,3190.3459999999995,PT30M
20195,Wind generation,Wind Onshore,2018-08-19,18,2464.4139999999998,PT30M
20196,Solar generation,Solar,2018-08-19,19,1250.0,PT30M
20197,Wind generation,Wind Offshore,2018-08-19,19,3338.236,PT30M
20198,Wind generation,Wind Onshore,2018-08-19,19,2655.3559999999998,PT30M
20199,Solar generation,Solar,2018-08-19,20,1510.0,PT30M
20200,Wind generation,Wind Offshore,2018-08-19,20,3542.417,PT30M
20201,Wind generation,Wind Onshore,2018-08-19,20,2675.737,PT30M
20202,Solar generation,Solar,2018-08-19,21,1321.0,PT30M
20203,Wind generation,Wind Offshore,2018-08-19,21,3395.833,PT30M
20204,Wind generation,Wind Onshore,2018-08-19,21,2693.705,PT30M
20205,Solar generation,Solar,2018-08-19,22,2200.0,PT30M
20206,Wind generation,Wind Offshore,2018-08-19,22,3193.42,PT30M
20207,Wind generation,Wind Onshore,2018-08-19,22,2621.255,PT30M
20208,Solar generation,Solar,2018-08-19,23,2630.0,PT30M
20209,Wind generation,Wind Offshore,2018-08-19,23,3314.742,PT30M
20210,Wind generation,Wind Onshore,2018-08-19,23,2632.797,PT30M
20211,Solar generation,Solar,2018-08-19,24,2870.0,PT30M
20212,Wind generation,Wind Offshore,2018-08-19,24,3344.781,PT30M
20213,Wind generation,Wind Onshore,2018-08-19,24,2577.1820000000002,PT30M
20214,Solar generation,Solar,2018-08-19,25,3200.0,PT30M
20215,Wind generation,Wind Offshore,2018-08-19,25,3136.118,PT30M
20216,Wind generation,Wind Onshore,2018-08-19,25,2535.792,PT30M
20217,Solar generation,Solar,2018-08-19,26,3520.0,PT30M
20218,Wind generation,Wind Offshore,2018-08-19,26,2982.759,PT30M
20219,Wind generation,Wind Onshore,2018-08-19,26,2330.5429999999997,PT30M
20220,Solar generation,Solar,2018-08-19,27,3730.0,PT30M
20221,Wind generation,Wind Offshore,2018-08-19,27,2882.2929999999997,PT30M
20222,Wind generation,Wind Onshore,2018-08-19,27,2475.348,PT30M
20223,Solar generation,Solar,2018-08-19,28,3840.0,PT30M
20224,Wind generation,Wind Offshore,2018-08-19,28,2640.611,PT30M
20225,Wind generation,Wind Onshore,2018-08-19,28,2406.806,PT30M
20226,Solar generation,Solar,2018-08-19,29,3970.0,PT30M
20227,Wind generation,Wind Offshore,2018-08-19,29,2539.151,PT30M
20228,Wind generation,Wind Onshore,2018-08-19,29,2277.558,PT30M
20229,Solar generation,Solar,2018-08-19,30,3990.0,PT30M
20230,Wind generation,Wind Offshore,2018-08-19,30,2588.594,PT30M
20231,Wind generation,Wind Onshore,2018-08-19,30,2241.4410000000003,PT30M
20232,Solar generation,Solar,2018-08-19,31,3850.0,PT30M
20233,Wind generation,Wind Offshore,2018-08-19,31,2408.8,PT30M
20234,Wind generation,Wind Onshore,2018-08-19,31,2142.1420000000003,PT30M
20235,Solar generation,Solar,2018-08-19,32,3450.0,PT30M
20236,Wind generation,Wind Offshore,2018-08-19,32,2283.545,PT30M
20237,Wind generation,Wind Onshore,2018-08-19,32,2069.7110000000002,PT30M
20238,Solar generation,Solar,2018-08-19,33,3050.0,PT30M
20239,Wind generation,Wind Offshore,2018-08-19,33,2205.033,PT30M
20240,Wind generation,Wind Onshore,2018-08-19,33,1918.121,PT30M
20241,Solar generation,Solar,2018-08-19,34,2740.0,PT30M
20242,Wind generation,Wind Offshore,2018-08-19,34,2043.95,PT30M
20243,Wind generation,Wind Onshore,2018-08-19,34,1865.3829999999998,PT30M
20244,Solar generation,Solar,2018-08-19,35,2260.0,PT30M
20245,Wind generation,Wind Offshore,2018-08-19,35,1791.09,PT30M
20246,Wind generation,Wind Onshore,2018-08-19,35,1699.2,PT30M
20247,Solar generation,Solar,2018-08-19,36,1790.0,PT30M
20248,Wind generation,Wind Offshore,2018-08-19,36,1781.5529999999999,PT30M
20249,Wind generation,Wind Onshore,2018-08-19,36,1797.55,PT30M
20250,Solar generation,Solar,2018-08-19,37,1330.0,PT30M
20251,Wind generation,Wind Offshore,2018-08-19,37,1768.277,PT30M
20252,Wind generation,Wind Onshore,2018-08-19,37,1776.175,PT30M
20253,Solar generation,Solar,2018-08-19,38,864.0,PT30M
20254,Wind generation,Wind Offshore,2018-08-19,38,1736.612,PT30M
20255,Wind generation,Wind Onshore,2018-08-19,38,1676.733,PT30M
20256,Solar generation,Solar,2018-08-19,39,438.0,PT30M
20257,Wind generation,Wind Offshore,2018-08-19,39,1474.934,PT30M
20258,Wind generation,Wind Onshore,2018-08-19,39,1409.5629999999999,PT30M
20259,Solar generation,Solar,2018-08-19,40,130.0,PT30M
20260,Wind generation,Wind Offshore,2018-08-19,40,1282.491,PT30M
20261,Wind generation,Wind Onshore,2018-08-19,40,1449.621,PT30M
20262,Solar generation,Solar,2018-08-19,41,10.0,PT30M
20263,Wind generation,Wind Offshore,2018-08-19,41,1256.644,PT30M
20264,Wind generation,Wind Onshore,2018-08-19,41,1172.684,PT30M
20265,Solar generation,Solar,2018-08-19,42,1.0,PT30M
20266,Wind generation,Wind Offshore,2018-08-19,42,1167.062,PT30M
20267,Wind generation,Wind Onshore,2018-08-19,42,1154.378,PT30M
20268,Solar generation,Solar,2018-08-19,43,43.0,PT30M
20269,Wind generation,Wind Offshore,2018-08-19,43,1140.26,PT30M
20270,Wind generation,Wind Onshore,2018-08-19,43,1016.944,PT30M
20271,Solar generation,Solar,2018-08-19,44,1.0,PT30M
20272,Wind generation,Wind Offshore,2018-08-19,44,1008.6289999999999,PT30M
20273,Wind generation,Wind Onshore,2018-08-19,44,996.965,PT30M
20274,Solar generation,Solar,2018-08-19,45,1.0,PT30M
20275,Wind generation,Wind Offshore,2018-08-19,45,835.7489999999999,PT30M
20276,Wind generation,Wind Onshore,2018-08-19,45,814.946,PT30M
20277,Solar generation,Solar,2018-08-19,46,0.0,PT30M
20278,Wind generation,Wind Offshore,2018-08-19,46,592.159,PT30M
20279,Wind generation,Wind Onshore,2018-08-19,46,803.188,PT30M
20280,Solar generation,Solar,2018-08-19,47,0.0,PT30M
20281,Wind generation,Wind Offshore,2018-08-19,47,489.65,PT30M
20282,Wind generation,Wind Onshore,2018-08-19,47,654.981,PT30M
20283,Solar generation,Solar,2018-08-19,48,0.0,PT30M
20284,Wind generation,Wind Offshore,2018-08-19,48,399.978,PT30M
20285,Wind generation,Wind Onshore,2018-08-19,48,598.707,PT30M
20286,Solar generation,Solar,2018-08-20,1,0.0,PT30M
20287,Wind generation,Wind Offshore,2018-08-20,1,358.50300000000004,PT30M
20288,Wind generation,Wind Onshore,2018-08-20,1,540.385,PT30M
20289,Solar generation,Solar,2018-08-20,2,0.0,PT30M
20290,Wind generation,Wind Offshore,2018-08-20,2,298.137,PT30M
20291,Wind generation,Wind Onshore,2018-08-20,2,524.807,PT30M
20292,Solar generation,Solar,2018-08-20,3,0.0,PT30M
20293,Wind generation,Wind Offshore,2018-08-20,3,305.866,PT30M
20294,Wind generation,Wind Onshore,2018-08-20,3,504.361,PT30M
20295,Solar generation,Solar,2018-08-20,4,0.0,PT30M
20296,Wind generation,Wind Offshore,2018-08-20,4,273.819,PT30M
20297,Wind generation,Wind Onshore,2018-08-20,4,522.57,PT30M
20298,Solar generation,Solar,2018-08-20,6,0.0,PT30M
20299,Wind generation,Wind Offshore,2018-08-20,6,197.952,PT30M
20300,Wind generation,Wind Onshore,2018-08-20,6,465.4,PT30M
20301,Solar generation,Solar,2018-08-20,7,0.0,PT30M
20302,Wind generation,Wind Offshore,2018-08-20,7,117.736,PT30M
20303,Wind generation,Wind Onshore,2018-08-20,7,418.17199999999997,PT30M
20304,Solar generation,Solar,2018-08-20,8,0.0,PT30M
20305,Wind generation,Wind Offshore,2018-08-20,8,145.543,PT30M
20306,Wind generation,Wind Onshore,2018-08-20,8,469.106,PT30M
20307,Solar generation,Solar,2018-08-20,9,0.0,PT30M
20308,Wind generation,Wind Offshore,2018-08-20,9,174.02700000000002,PT30M
20309,Wind generation,Wind Onshore,2018-08-20,9,461.599,PT30M
20310,Solar generation,Solar,2018-08-20,10,0.0,PT30M
20311,Wind generation,Wind Offshore,2018-08-20,10,205.99099999999999,PT30M
20312,Wind generation,Wind Onshore,2018-08-20,10,454.631,PT30M
20313,Solar generation,Solar,2018-08-20,11,0.0,PT30M
20314,Wind generation,Wind Offshore,2018-08-20,11,33.421,PT30M
20315,Wind generation,Wind Onshore,2018-08-20,11,339.30300000000005,PT30M
20316,Solar generation,Solar,2018-08-20,12,0.0,PT30M
20317,Wind generation,Wind Offshore,2018-08-20,12,118.792,PT30M
20318,Wind generation,Wind Onshore,2018-08-20,12,433.76099999999997,PT30M
20319,Solar generation,Solar,2018-08-20,13,8.0,PT30M
20320,Wind generation,Wind Offshore,2018-08-20,13,89.54899999999999,PT30M
20321,Wind generation,Wind Onshore,2018-08-20,13,385.05699999999996,PT30M
20322,Solar generation,Solar,2018-08-20,14,100.0,PT30M
20323,Wind generation,Wind Offshore,2018-08-20,14,127.306,PT30M
20324,Wind generation,Wind Onshore,2018-08-20,14,382.791,PT30M
20325,Solar generation,Solar,2018-08-20,15,303.0,PT30M
20326,Wind generation,Wind Offshore,2018-08-20,15,124.39299999999999,PT30M
20327,Wind generation,Wind Onshore,2018-08-20,15,386.51300000000003,PT30M
20328,Solar generation,Solar,2018-08-20,16,593.0,PT30M
20329,Wind generation,Wind Offshore,2018-08-20,16,88.765,PT30M
20330,Wind generation,Wind Onshore,2018-08-20,16,369.9,PT30M
20331,Solar generation,Solar,2018-08-20,17,808.0,PT30M
20332,Wind generation,Wind Offshore,2018-08-20,17,89.18700000000001,PT30M
20333,Wind generation,Wind Onshore,2018-08-20,17,401.98199999999997,PT30M
20334,Solar generation,Solar,2018-08-20,18,1550.0,PT30M
20335,Wind generation,Wind Offshore,2018-08-20,18,81.442,PT30M
20336,Wind generation,Wind Onshore,2018-08-20,18,396.134,PT30M
20337,Solar generation,Solar,2018-08-20,19,2070.0,PT30M
20338,Wind generation,Wind Offshore,2018-08-20,19,73.891,PT30M
20339,Wind generation,Wind Onshore,2018-08-20,19,410.473,PT30M
20340,Solar generation,Solar,2018-08-20,20,2600.0,PT30M
20341,Wind generation,Wind Offshore,2018-08-20,20,67.196,PT30M
20342,Wind generation,Wind Onshore,2018-08-20,20,393.95599999999996,PT30M
20343,Solar generation,Solar,2018-08-20,21,2291.0,PT30M
20344,Wind generation,Wind Offshore,2018-08-20,21,66.098,PT30M
20345,Wind generation,Wind Onshore,2018-08-20,21,383.131,PT30M
20346,Solar generation,Solar,2018-08-20,22,3390.0,PT30M
20347,Wind generation,Wind Offshore,2018-08-20,22,64.259,PT30M
20348,Wind generation,Wind Onshore,2018-08-20,22,376.796,PT30M
20349,Solar generation,Solar,2018-08-20,23,3670.0,PT30M
20350,Wind generation,Wind Offshore,2018-08-20,23,60.0,PT30M
20351,Wind generation,Wind Onshore,2018-08-20,23,424.445,PT30M
20352,Solar generation,Solar,2018-08-20,24,3610.0,PT30M
20353,Wind generation,Wind Offshore,2018-08-20,24,65.032,PT30M
20354,Wind generation,Wind Onshore,2018-08-20,24,416.472,PT30M
20355,Solar generation,Solar,2018-08-20,25,3650.0,PT30M
20356,Wind generation,Wind Offshore,2018-08-20,25,62.631,PT30M
20357,Wind generation,Wind Onshore,2018-08-20,25,429.855,PT30M
20358,Solar generation,Solar,2018-08-20,26,3680.0,PT30M
20359,Wind generation,Wind Offshore,2018-08-20,26,45.278,PT30M
20360,Wind generation,Wind Onshore,2018-08-20,26,447.006,PT30M
20361,Solar generation,Solar,2018-08-20,27,3670.0,PT30M
20362,Wind generation,Wind Offshore,2018-08-20,27,48.596000000000004,PT30M
20363,Wind generation,Wind Onshore,2018-08-20,27,473.983,PT30M
20364,Solar generation,Solar,2018-08-20,28,3480.0,PT30M
20365,Wind generation,Wind Offshore,2018-08-20,28,48.989,PT30M
20366,Wind generation,Wind Onshore,2018-08-20,28,462.347,PT30M
20367,Solar generation,Solar,2018-08-20,29,3270.0,PT30M
20368,Wind generation,Wind Offshore,2018-08-20,29,25.531,PT30M
20369,Wind generation,Wind Onshore,2018-08-20,29,466.80400000000003,PT30M
20370,Solar generation,Solar,2018-08-20,31,2920.0,PT30M
20371,Wind generation,Wind Offshore,2018-08-20,31,87.04,PT30M
20372,Wind generation,Wind Onshore,2018-08-20,31,609.0830000000001,PT30M
20373,Solar generation,Solar,2018-08-20,32,2730.0,PT30M
20374,Wind generation,Wind Offshore,2018-08-20,32,125.53299999999999,PT30M
20375,Wind generation,Wind Onshore,2018-08-20,32,589.4580000000001,PT30M
20376,Solar generation,Solar,2018-08-20,33,2340.0,PT30M
20377,Wind generation,Wind Offshore,2018-08-20,33,135.937,PT30M
20378,Wind generation,Wind Onshore,2018-08-20,33,579.975,PT30M
20379,Solar generation,Solar,2018-08-20,34,2000.0,PT30M
20380,Wind generation,Wind Offshore,2018-08-20,34,170.076,PT30M
20381,Wind generation,Wind Onshore,2018-08-20,34,568.627,PT30M
20382,Solar generation,Solar,2018-08-20,35,1600.0,PT30M
20383,Wind generation,Wind Offshore,2018-08-20,35,217.66099999999997,PT30M
20384,Wind generation,Wind Onshore,2018-08-20,35,548.212,PT30M
20385,Solar generation,Solar,2018-08-20,36,1190.0,PT30M
20386,Wind generation,Wind Offshore,2018-08-20,36,282.959,PT30M
20387,Wind generation,Wind Onshore,2018-08-20,36,557.929,PT30M
20388,Solar generation,Solar,2018-08-20,37,878.0,PT30M
20389,Wind generation,Wind Offshore,2018-08-20,37,359.466,PT30M
20390,Wind generation,Wind Onshore,2018-08-20,37,564.034,PT30M
20391,Solar generation,Solar,2018-08-20,38,556.0,PT30M
20392,Wind generation,Wind Offshore,2018-08-20,38,368.56199999999995,PT30M
20393,Wind generation,Wind Onshore,2018-08-20,38,557.118,PT30M
20394,Solar generation,Solar,2018-08-20,39,265.0,PT30M
20395,Wind generation,Wind Offshore,2018-08-20,39,420.91,PT30M
20396,Wind generation,Wind Onshore,2018-08-20,39,512.832,PT30M
20397,Solar generation,Solar,2018-08-20,40,87.0,PT30M
20398,Wind generation,Wind Offshore,2018-08-20,40,434.036,PT30M
20399,Wind generation,Wind Onshore,2018-08-20,40,501.48400000000004,PT30M
20400,Solar generation,Solar,2018-08-20,41,8.0,PT30M
20401,Wind generation,Wind Offshore,2018-08-20,41,438.126,PT30M
20402,Wind generation,Wind Onshore,2018-08-20,41,466.04900000000004,PT30M
20403,Solar generation,Solar,2018-08-20,42,2.0,PT30M
20404,Wind generation,Wind Offshore,2018-08-20,42,432.75300000000004,PT30M
20405,Wind generation,Wind Onshore,2018-08-20,42,473.61199999999997,PT30M
20406,Solar generation,Solar,2018-08-20,43,2.0,PT30M
20407,Wind generation,Wind Offshore,2018-08-20,43,453.564,PT30M
20408,Wind generation,Wind Onshore,2018-08-20,43,454.01599999999996,PT30M
20409,Solar generation,Solar,2018-08-20,44,2.0,PT30M
20410,Wind generation,Wind Offshore,2018-08-20,44,443.51599999999996,PT30M
20411,Wind generation,Wind Onshore,2018-08-20,44,475.499,PT30M
20412,Solar generation,Solar,2018-08-20,45,1.0,PT30M
20413,Wind generation,Wind Offshore,2018-08-20,45,489.277,PT30M
20414,Wind generation,Wind Onshore,2018-08-20,45,485.98,PT30M
20415,Solar generation,Solar,2018-08-20,46,0.0,PT30M
20416,Wind generation,Wind Offshore,2018-08-20,46,460.676,PT30M
20417,Wind generation,Wind Onshore,2018-08-20,46,488.59,PT30M
20418,Solar generation,Solar,2018-08-20,47,0.0,PT30M
20419,Wind generation,Wind Offshore,2018-08-20,47,442.949,PT30M
20420,Wind generation,Wind Onshore,2018-08-20,47,490.32,PT30M
20421,Solar generation,Solar,2018-08-20,48,0.0,PT30M
20422,Wind generation,Wind Offshore,2018-08-20,48,424.265,PT30M
20423,Wind generation,Wind Onshore,2018-08-20,48,429.751,PT30M
20424,Solar generation,Solar,2018-08-21,1,0.0,PT30M
20425,Wind generation,Wind Offshore,2018-08-21,1,401.478,PT30M
20426,Wind generation,Wind Onshore,2018-08-21,1,389.39,PT30M
20427,Solar generation,Solar,2018-08-21,2,0.0,PT30M
20428,Wind generation,Wind Offshore,2018-08-21,2,394.36699999999996,PT30M
20429,Wind generation,Wind Onshore,2018-08-21,2,391.827,PT30M
20430,Solar generation,Solar,2018-08-21,3,0.0,PT30M
20431,Wind generation,Wind Offshore,2018-08-21,3,370.339,PT30M
20432,Wind generation,Wind Onshore,2018-08-21,3,377.73199999999997,PT30M
20433,Solar generation,Solar,2018-08-21,4,0.0,PT30M
20434,Wind generation,Wind Offshore,2018-08-21,4,391.57300000000004,PT30M
20435,Wind generation,Wind Onshore,2018-08-21,4,386.11699999999996,PT30M
20436,Solar generation,Solar,2018-08-21,5,0.0,PT30M
20437,Wind generation,Wind Offshore,2018-08-21,5,369.212,PT30M
20438,Wind generation,Wind Onshore,2018-08-21,5,403.1,PT30M
20439,Solar generation,Solar,2018-08-21,6,0.0,PT30M
20440,Wind generation,Wind Offshore,2018-08-21,6,336.397,PT30M
20441,Wind generation,Wind Onshore,2018-08-21,6,404.783,PT30M
20442,Solar generation,Solar,2018-08-21,7,0.0,PT30M
20443,Wind generation,Wind Offshore,2018-08-21,7,283.778,PT30M
20444,Wind generation,Wind Onshore,2018-08-21,7,404.64099999999996,PT30M
20445,Solar generation,Solar,2018-08-21,8,1.0,PT30M
20446,Wind generation,Wind Offshore,2018-08-21,8,204.857,PT30M
20447,Wind generation,Wind Onshore,2018-08-21,8,433.00199999999995,PT30M
20448,Solar generation,Solar,2018-08-21,9,0.0,PT30M
20449,Wind generation,Wind Offshore,2018-08-21,9,203.547,PT30M
20450,Wind generation,Wind Onshore,2018-08-21,9,417.522,PT30M
20451,Solar generation,Solar,2018-08-21,10,0.0,PT30M
20452,Wind generation,Wind Offshore,2018-08-21,10,185.519,PT30M
20453,Wind generation,Wind Onshore,2018-08-21,10,423.408,PT30M
20454,Solar generation,Solar,2018-08-21,13,10.0,PT30M
20455,Wind generation,Wind Offshore,2018-08-21,13,123.634,PT30M
20456,Wind generation,Wind Onshore,2018-08-21,13,475.99699999999996,PT30M
20457,Solar generation,Solar,2018-08-21,32,4970.0,PT30M
20458,Wind generation,Wind Offshore,2018-08-21,32,476.485,PT30M
20459,Wind generation,Wind Onshore,2018-08-21,32,2959.651,PT30M
20460,Solar generation,Solar,2018-08-22,2,0.0,PT30M
20461,Wind generation,Wind Offshore,2018-08-22,2,1550.985,PT30M
20462,Wind generation,Wind Onshore,2018-08-22,2,2553.798,PT30M
20463,Wind generation,Wind Offshore,2018-08-22,24,1888.471,PT30M
20464,Wind generation,Wind Onshore,2018-08-22,24,3040.7859999999996,PT30M
20465,Solar generation,Solar,2018-08-22,24,3260.0,PT30M
20466,Solar generation,Solar,2018-08-22,44,2.0,PT30M
20467,Wind generation,Wind Offshore,2018-08-22,44,638.133,PT30M
20468,Wind generation,Wind Onshore,2018-08-22,44,1852.905,PT30M
20469,Solar generation,Solar,2018-08-23,40,196.0,PT30M
20470,Wind generation,Wind Offshore,2018-08-23,40,1959.297,PT30M
20471,Wind generation,Wind Onshore,2018-08-23,40,3731.722,PT30M
20472,Solar generation,Solar,2018-08-24,40,105.0,PT30M
20473,Wind generation,Wind Offshore,2018-08-24,40,2315.891,PT30M
20474,Wind generation,Wind Onshore,2018-08-24,40,4155.596,PT30M
20475,Solar generation,Solar,2018-08-25,34,4070.0,PT30M
20476,Wind generation,Wind Offshore,2018-08-25,34,594.599,PT30M
20477,Wind generation,Wind Onshore,2018-08-25,34,2046.9589999999998,PT30M
20478,Solar generation,Solar,2018-08-26,2,0.0,PT30M
20479,Wind generation,Wind Offshore,2018-08-26,2,212.335,PT30M
20480,Wind generation,Wind Onshore,2018-08-26,2,802.2339999999999,PT30M
20481,Solar generation,Solar,2018-08-26,20,1090.0,PT30M
20482,Wind generation,Wind Offshore,2018-08-26,20,2776.3979999999997,PT30M
20483,Wind generation,Wind Onshore,2018-08-26,20,4376.577,PT30M
20484,Solar generation,Solar,2018-08-27,21,3030.0,PT30M
20485,Wind generation,Wind Offshore,2018-08-27,21,3729.789,PT30M
20486,Wind generation,Wind Onshore,2018-08-27,21,4248.894,PT30M
20487,Solar generation,Solar,2018-08-27,39,153.0,PT30M
20488,Wind generation,Wind Offshore,2018-08-27,39,1773.297,PT30M
20489,Wind generation,Wind Onshore,2018-08-27,39,2632.0359999999996,PT30M
20490,Solar generation,Solar,2018-08-28,10,0.0,PT30M
20491,Wind generation,Wind Offshore,2018-08-28,10,524.159,PT30M
20492,Wind generation,Wind Onshore,2018-08-28,10,1520.395,PT30M
20493,Solar generation,Solar,2018-08-28,31,3430.0,PT30M
20494,Wind generation,Wind Offshore,2018-08-28,31,889.696,PT30M
20495,Wind generation,Wind Onshore,2018-08-28,31,3760.405,PT30M
20496,Solar generation,Solar,2018-08-29,1,0.0,PT30M
20497,Wind generation,Wind Offshore,2018-08-29,1,1007.582,PT30M
20498,Wind generation,Wind Onshore,2018-08-29,1,1968.725,PT30M
20499,Solar generation,Solar,2018-08-30,29,5450.0,PT30M
20500,Wind generation,Wind Offshore,2018-08-30,29,257.902,PT30M
20501,Wind generation,Wind Onshore,2018-08-30,29,389.00699999999995,PT30M
20502,Solar generation,Solar,2018-08-31,22,6060.0,PT30M
20503,Wind generation,Wind Offshore,2018-08-31,22,498.228,PT30M
20504,Wind generation,Wind Onshore,2018-08-31,22,1897.348,PT30M
20505,Solar generation,Solar,2018-08-31,43,2.0,PT30M
20506,Wind generation,Wind Offshore,2018-08-31,43,595.1519999999999,PT30M
20507,Wind generation,Wind Onshore,2018-08-31,43,2866.3140000000003,PT30M
20508,Solar generation,Solar,2018-10-01,2,0.0,PT30M
20509,Wind generation,Wind Offshore,2018-10-01,2,3116.9240000000004,PT30M
20510,Wind generation,Wind Onshore,2018-10-01,2,3598.178,PT30M
20511,Solar generation,Solar,2018-10-19,2,0.0,PT30M
20512,Wind generation,Wind Offshore,2018-10-19,2,690.143,PT30M
20513,Wind generation,Wind Onshore,2018-10-19,2,1948.168,PT30M
20514,Solar generation,Solar,2018-10-19,3,0.0,PT30M
20515,Wind generation,Wind Offshore,2018-10-19,3,710.33,PT30M
20516,Wind generation,Wind Onshore,2018-10-19,3,2093.683,PT30M
20517,Solar generation,Solar,2018-10-19,5,0.0,PT30M
20518,Wind generation,Wind Offshore,2018-10-19,5,751.316,PT30M
20519,Wind generation,Wind Onshore,2018-10-19,5,2340.896,PT30M
20520,Solar generation,Solar,2018-10-19,6,0.0,PT30M
20521,Wind generation,Wind Offshore,2018-10-19,6,706.811,PT30M
20522,Wind generation,Wind Onshore,2018-10-19,6,2311.478,PT30M
20523,Solar generation,Solar,2018-10-19,7,0.0,PT30M
20524,Wind generation,Wind Offshore,2018-10-19,7,734.791,PT30M
20525,Wind generation,Wind Onshore,2018-10-19,7,2307.981,PT30M
20526,Solar generation,Solar,2018-10-19,8,0.0,PT30M
20527,Wind generation,Wind Offshore,2018-10-19,8,754.007,PT30M
20528,Wind generation,Wind Onshore,2018-10-19,8,2306.063,PT30M
20529,Solar generation,Solar,2018-10-19,9,0.0,PT30M
20530,Wind generation,Wind Offshore,2018-10-19,9,741.178,PT30M
20531,Wind generation,Wind Onshore,2018-10-19,9,2463.403,PT30M
20532,Solar generation,Solar,2018-10-19,10,0.0,PT30M
20533,Wind generation,Wind Offshore,2018-10-19,10,768.841,PT30M
20534,Wind generation,Wind Onshore,2018-10-19,10,2472.547,PT30M
20535,Solar generation,Solar,2018-10-19,11,0.0,PT30M
20536,Wind generation,Wind Offshore,2018-10-19,11,739.319,PT30M
20537,Wind generation,Wind Onshore,2018-10-19,11,2594.0029999999997,PT30M
20538,Solar generation,Solar,2018-10-19,12,0.0,PT30M
20539,Wind generation,Wind Offshore,2018-10-19,12,736.607,PT30M
20540,Wind generation,Wind Onshore,2018-10-19,12,2716.2129999999997,PT30M
20541,Solar generation,Solar,2018-10-19,13,1.0,PT30M
20542,Wind generation,Wind Offshore,2018-10-19,13,788.547,PT30M
20543,Wind generation,Wind Onshore,2018-10-19,13,3014.4959999999996,PT30M
20544,Solar generation,Solar,2018-10-19,14,1.0,PT30M
20545,Wind generation,Wind Offshore,2018-10-19,14,789.835,PT30M
20546,Wind generation,Wind Onshore,2018-10-19,14,3081.903,PT30M
20547,Solar generation,Solar,2018-10-19,15,0.0,PT30M
20548,Wind generation,Wind Offshore,2018-10-19,15,924.252,PT30M
20549,Wind generation,Wind Onshore,2018-10-19,15,3379.3759999999997,PT30M
20550,Solar generation,Solar,2018-10-19,16,28.0,PT30M
20551,Wind generation,Wind Offshore,2018-10-19,16,1021.1160000000001,PT30M
20552,Wind generation,Wind Onshore,2018-10-19,16,3438.39,PT30M
20553,Solar generation,Solar,2018-10-19,17,351.0,PT30M
20554,Wind generation,Wind Offshore,2018-10-19,17,1136.047,PT30M
20555,Wind generation,Wind Onshore,2018-10-19,17,3639.5359999999996,PT30M
20556,Solar generation,Solar,2018-10-19,18,888.0,PT30M
20557,Wind generation,Wind Offshore,2018-10-19,18,1021.8,PT30M
20558,Wind generation,Wind Onshore,2018-10-19,18,3560.458,PT30M
20559,Solar generation,Solar,2018-10-19,19,1620.0,PT30M
20560,Wind generation,Wind Offshore,2018-10-19,19,34.784,PT30M
20561,Wind generation,Wind Onshore,2018-10-19,19,1049.421,PT30M
20562,Solar generation,Solar,2018-10-19,20,2410.0,PT30M
20563,Wind generation,Wind Offshore,2018-10-19,20,863.566,PT30M
20564,Wind generation,Wind Onshore,2018-10-19,20,3473.7340000000004,PT30M
20565,Solar generation,Solar,2018-10-19,21,3120.0,PT30M
20566,Wind generation,Wind Offshore,2018-10-19,21,902.1110000000001,PT30M
20567,Wind generation,Wind Onshore,2018-10-19,21,3617.5959999999995,PT30M
20568,Solar generation,Solar,2018-10-19,22,3820.0,PT30M
20569,Wind generation,Wind Offshore,2018-10-19,22,1015.544,PT30M
20570,Wind generation,Wind Onshore,2018-10-19,22,3477.312,PT30M
20571,Solar generation,Solar,2018-10-19,23,4350.0,PT30M
20572,Wind generation,Wind Offshore,2018-10-19,23,996.9739999999999,PT30M
20573,Wind generation,Wind Onshore,2018-10-19,23,3710.795,PT30M
20574,Solar generation,Solar,2018-10-19,24,4850.0,PT30M
20575,Wind generation,Wind Offshore,2018-10-19,24,1018.805,PT30M
20576,Wind generation,Wind Onshore,2018-10-19,24,3606.995,PT30M
20577,Solar generation,Solar,2018-10-19,25,5360.0,PT30M
20578,Wind generation,Wind Offshore,2018-10-19,25,976.5160000000001,PT30M
20579,Wind generation,Wind Onshore,2018-10-19,25,3580.2659999999996,PT30M
20580,Solar generation,Solar,2018-10-19,26,5640.0,PT30M
20581,Wind generation,Wind Offshore,2018-10-19,26,866.8789999999999,PT30M
20582,Wind generation,Wind Onshore,2018-10-19,26,3516.1259999999997,PT30M
20583,Solar generation,Solar,2018-10-19,27,5550.0,PT30M
