,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity,Resolution
406,Wind generation,Wind Offshore,2015-01-03,40,1281.7930000000001,PT30M
407,Wind generation,Wind Onshore,2015-01-03,40,1480.305,PT30M
408,Solar generation,Solar,2015-01-03,41,0.0,PT30M
409,Wind generation,Wind Offshore,2015-01-03,41,1196.7930000000001,PT30M
410,Wind generation,Wind Onshore,2015-01-03,41,1445.533,PT30M
411,Solar generation,Solar,2015-01-03,42,0.0,PT30M
412,Wind generation,Wind Offshore,2015-01-03,42,1196.7930000000001,PT30M
413,Wind generation,Wind Onshore,2015-01-03,42,1445.533,PT30M
414,Solar generation,Solar,2015-01-03,43,0.0,PT30M
415,Wind generation,Wind Offshore,2015-01-03,43,1082.007,PT30M
416,Wind generation,Wind Onshore,2015-01-03,43,1398.026,PT30M
417,Solar generation,Solar,2015-01-03,44,0.0,PT30M
418,Wind generation,Wind Offshore,2015-01-03,44,1082.007,PT30M
419,Wind generation,Wind Onshore,2015-01-03,44,1398.026,PT30M
420,Solar generation,Solar,2015-01-03,45,0.0,PT30M
421,Wind generation,Wind Offshore,2015-01-03,45,960.1260000000001,PT30M
422,Wind generation,Wind Onshore,2015-01-03,45,1320.289,PT30M
423,Solar generation,Solar,2015-01-03,46,0.0,PT30M
424,Wind generation,Wind Offshore,2015-01-03,46,960.1260000000001,PT30M
425,Wind generation,Wind Onshore,2015-01-03,46,1320.289,PT30M
426,Solar generation,Solar,2015-01-03,47,0.0,PT30M
427,Wind generation,Wind Offshore,2015-01-03,47,897.1310000000001,PT30M
428,Wind generation,Wind Onshore,2015-01-03,47,1256.271,PT30M
429,Solar generation,Solar,2015-01-03,48,0.0,PT30M
430,Wind generation,Wind Offshore,2015-01-03,48,897.1310000000001,PT30M
431,Wind generation,Wind Onshore,2015-01-03,48,1256.271,PT30M
432,Solar generation,Solar,2015-01-04,1,0.0,PT30M
433,Wind generation,Wind Offshore,2015-01-04,1,512.09,PT30M
434,Wind generation,Wind Onshore,2015-01-04,1,997.635,PT30M
435,Solar generation,Solar,2015-01-04,2,0.0,PT30M
436,Wind generation,Wind Offshore,2015-01-04,2,512.09,PT30M
437,Wind generation,Wind Onshore,2015-01-04,2,997.635,PT30M
438,Solar generation,Solar,2015-01-04,3,0.0,PT30M
439,Wind generation,Wind Offshore,2015-01-04,3,478.19199999999995,PT30M
440,Wind generation,Wind Onshore,2015-01-04,3,993.965,PT30M
441,Solar generation,Solar,2015-01-04,4,0.0,PT30M
442,Wind generation,Wind Offshore,2015-01-04,4,478.19199999999995,PT30M
443,Wind generation,Wind Onshore,2015-01-04,4,993.965,PT30M
444,Solar generation,Solar,2015-01-04,5,0.0,PT30M
445,Wind generation,Wind Offshore,2015-01-04,5,456.686,PT30M
446,Wind generation,Wind Onshore,2015-01-04,5,1014.441,PT30M
447,Solar generation,Solar,2015-01-04,6,0.0,PT30M
448,Wind generation,Wind Offshore,2015-01-04,6,456.686,PT30M
449,Wind generation,Wind Onshore,2015-01-04,6,1014.441,PT30M
450,Solar generation,Solar,2015-01-04,7,0.0,PT30M
451,Wind generation,Wind Offshore,2015-01-04,7,433.25300000000004,PT30M
452,Wind generation,Wind Onshore,2015-01-04,7,1042.634,PT30M
453,Solar generation,Solar,2015-01-04,8,0.0,PT30M
454,Wind generation,Wind Offshore,2015-01-04,8,433.25300000000004,PT30M
455,Wind generation,Wind Onshore,2015-01-04,8,1042.634,PT30M
456,Solar generation,Solar,2015-01-04,9,0.0,PT30M
457,Wind generation,Wind Offshore,2015-01-04,9,386.11199999999997,PT30M
458,Wind generation,Wind Onshore,2015-01-04,9,1095.8980000000001,PT30M
459,Solar generation,Solar,2015-01-04,10,0.0,PT30M
460,Wind generation,Wind Offshore,2015-01-04,10,386.11199999999997,PT30M
461,Wind generation,Wind Onshore,2015-01-04,10,1095.8980000000001,PT30M
462,Solar generation,Solar,2015-01-04,11,0.0,PT30M
463,Wind generation,Wind Offshore,2015-01-04,11,354.088,PT30M
464,Wind generation,Wind Onshore,2015-01-04,11,1154.36,PT30M
465,Solar generation,Solar,2015-01-04,12,0.0,PT30M
466,Wind generation,Wind Offshore,2015-01-04,12,354.088,PT30M
467,Wind generation,Wind Onshore,2015-01-04,12,1154.36,PT30M
468,Solar generation,Solar,2015-01-04,13,0.0,PT30M
469,Wind generation,Wind Offshore,2015-01-04,13,345.63800000000003,PT30M
470,Wind generation,Wind Onshore,2015-01-04,13,1204.13,PT30M
471,Solar generation,Solar,2015-01-04,14,0.0,PT30M
472,Wind generation,Wind Offshore,2015-01-04,14,345.63800000000003,PT30M
473,Wind generation,Wind Onshore,2015-01-04,14,1204.13,PT30M
474,Solar generation,Solar,2015-01-04,15,0.0,PT30M
475,Wind generation,Wind Offshore,2015-01-04,15,377.209,PT30M
476,Wind generation,Wind Onshore,2015-01-04,15,1264.185,PT30M
477,Solar generation,Solar,2015-01-04,16,0.0,PT30M
478,Wind generation,Wind Offshore,2015-01-04,16,377.209,PT30M
479,Wind generation,Wind Onshore,2015-01-04,16,1264.185,PT30M
480,Solar generation,Solar,2015-01-04,17,16.0,PT30M
481,Wind generation,Wind Offshore,2015-01-04,17,407.333,PT30M
482,Wind generation,Wind Onshore,2015-01-04,17,1330.01,PT30M
483,Solar generation,Solar,2015-01-04,18,33.0,PT30M
484,Wind generation,Wind Offshore,2015-01-04,18,407.333,PT30M
485,Wind generation,Wind Onshore,2015-01-04,18,1330.01,PT30M
486,Solar generation,Solar,2015-01-04,19,49.0,PT30M
487,Wind generation,Wind Offshore,2015-01-04,19,432.52099999999996,PT30M
488,Wind generation,Wind Onshore,2015-01-04,19,1388.297,PT30M
489,Solar generation,Solar,2015-01-04,20,142.0,PT30M
490,Wind generation,Wind Offshore,2015-01-04,20,432.52099999999996,PT30M
491,Wind generation,Wind Onshore,2015-01-04,20,1388.297,PT30M
492,Solar generation,Solar,2015-01-04,21,235.0,PT30M
493,Wind generation,Wind Offshore,2015-01-04,21,423.336,PT30M
494,Wind generation,Wind Onshore,2015-01-04,21,1414.506,PT30M
495,Solar generation,Solar,2015-01-04,22,328.0,PT30M
496,Wind generation,Wind Offshore,2015-01-04,22,423.336,PT30M
497,Wind generation,Wind Onshore,2015-01-04,22,1414.506,PT30M
498,Solar generation,Solar,2015-01-04,23,421.0,PT30M
499,Wind generation,Wind Offshore,2015-01-04,23,411.10400000000004,PT30M
500,Wind generation,Wind Onshore,2015-01-04,23,1417.668,PT30M
501,Solar generation,Solar,2015-01-04,24,514.0,PT30M
502,Wind generation,Wind Offshore,2015-01-04,24,411.10400000000004,PT30M
503,Wind generation,Wind Onshore,2015-01-04,24,1417.668,PT30M
504,Solar generation,Solar,2015-01-04,25,607.0,PT30M
505,Wind generation,Wind Offshore,2015-01-04,25,402.71,PT30M
506,Wind generation,Wind Onshore,2015-01-04,25,1402.0520000000001,PT30M
507,Solar generation,Solar,2015-01-04,26,566.0,PT30M
508,Wind generation,Wind Offshore,2015-01-04,26,402.71,PT30M
509,Wind generation,Wind Onshore,2015-01-04,26,1402.0520000000001,PT30M
510,Solar generation,Solar,2015-01-04,27,524.0,PT30M
511,Wind generation,Wind Offshore,2015-01-04,27,449.79,PT30M
512,Wind generation,Wind Onshore,2015-01-04,27,1417.997,PT30M
513,Solar generation,Solar,2015-01-04,28,483.0,PT30M
514,Wind generation,Wind Offshore,2015-01-04,28,449.79,PT30M
515,Wind generation,Wind Onshore,2015-01-04,28,1417.997,PT30M
516,Solar generation,Solar,2015-01-04,29,442.0,PT30M
517,Wind generation,Wind Offshore,2015-01-04,29,510.375,PT30M
518,Wind generation,Wind Onshore,2015-01-04,29,1486.4470000000001,PT30M
519,Solar generation,Solar,2015-01-04,30,400.0,PT30M
520,Wind generation,Wind Offshore,2015-01-04,30,510.375,PT30M
521,Wind generation,Wind Onshore,2015-01-04,30,1486.4470000000001,PT30M
522,Solar generation,Solar,2015-01-04,31,359.0,PT30M
523,Wind generation,Wind Offshore,2015-01-04,31,566.663,PT30M
524,Wind generation,Wind Onshore,2015-01-04,31,1610.674,PT30M
525,Solar generation,Solar,2015-01-04,32,270.0,PT30M
526,Wind generation,Wind Offshore,2015-01-04,32,566.663,PT30M
527,Wind generation,Wind Onshore,2015-01-04,32,1610.674,PT30M
528,Solar generation,Solar,2015-01-04,33,182.0,PT30M
529,Wind generation,Wind Offshore,2015-01-04,33,559.367,PT30M
530,Wind generation,Wind Onshore,2015-01-04,33,1744.162,PT30M
531,Solar generation,Solar,2015-01-04,34,93.0,PT30M
532,Wind generation,Wind Offshore,2015-01-04,34,559.367,PT30M
533,Wind generation,Wind Onshore,2015-01-04,34,1744.162,PT30M
534,Solar generation,Solar,2015-01-04,35,5.0,PT30M
535,Wind generation,Wind Offshore,2015-01-04,35,552.621,PT30M
536,Wind generation,Wind Onshore,2015-01-04,35,1870.832,PT30M
537,Solar generation,Solar,2015-01-04,36,0.0,PT30M
538,Wind generation,Wind Offshore,2015-01-04,36,552.621,PT30M
539,Wind generation,Wind Onshore,2015-01-04,36,1870.832,PT30M
540,Solar generation,Solar,2015-01-04,37,0.0,PT30M
541,Wind generation,Wind Offshore,2015-01-04,37,571.144,PT30M
542,Wind generation,Wind Onshore,2015-01-04,37,1943.168,PT30M
543,Solar generation,Solar,2015-01-04,38,0.0,PT30M
544,Wind generation,Wind Offshore,2015-01-04,38,571.144,PT30M
545,Wind generation,Wind Onshore,2015-01-04,38,1943.168,PT30M
546,Solar generation,Solar,2015-01-04,39,0.0,PT30M
547,Wind generation,Wind Offshore,2015-01-04,39,648.768,PT30M
548,Wind generation,Wind Onshore,2015-01-04,39,2066.152,PT30M
549,Solar generation,Solar,2015-01-04,40,0.0,PT30M
550,Wind generation,Wind Offshore,2015-01-04,40,648.768,PT30M
551,Wind generation,Wind Onshore,2015-01-04,40,2066.152,PT30M
552,Solar generation,Solar,2015-01-04,41,0.0,PT30M
553,Wind generation,Wind Offshore,2015-01-04,41,749.613,PT30M
554,Wind generation,Wind Onshore,2015-01-04,41,2228.1620000000003,PT30M
555,Solar generation,Solar,2015-01-04,42,0.0,PT30M
556,Wind generation,Wind Offshore,2015-01-04,42,749.613,PT30M
557,Wind generation,Wind Onshore,2015-01-04,42,2228.1620000000003,PT30M
558,Solar generation,Solar,2015-01-04,43,0.0,PT30M
559,Wind generation,Wind Offshore,2015-01-04,43,865.449,PT30M
560,Wind generation,Wind Onshore,2015-01-04,43,2358.095,PT30M
561,Solar generation,Solar,2015-01-04,44,0.0,PT30M
562,Wind generation,Wind Offshore,2015-01-04,44,865.449,PT30M
563,Wind generation,Wind Onshore,2015-01-04,44,2358.095,PT30M
564,Solar generation,Solar,2015-01-04,45,0.0,PT30M
565,Wind generation,Wind Offshore,2015-01-04,45,994.5039999999999,PT30M
566,Wind generation,Wind Onshore,2015-01-04,45,2411.562,PT30M
567,Solar generation,Solar,2015-01-04,46,0.0,PT30M
568,Wind generation,Wind Offshore,2015-01-04,46,994.5039999999999,PT30M
569,Wind generation,Wind Onshore,2015-01-04,46,2411.562,PT30M
570,Solar generation,Solar,2015-01-04,47,0.0,PT30M
571,Wind generation,Wind Offshore,2015-01-04,47,1126.253,PT30M
572,Wind generation,Wind Onshore,2015-01-04,47,2522.6820000000002,PT30M
573,Solar generation,Solar,2015-01-04,48,0.0,PT30M
574,Wind generation,Wind Offshore,2015-01-04,48,1126.253,PT30M
575,Wind generation,Wind Onshore,2015-01-04,48,2522.6820000000002,PT30M
576,Solar generation,Solar,2015-01-05,1,0.0,PT30M
577,Wind generation,Wind Offshore,2015-01-05,1,1116.68,PT30M
578,Wind generation,Wind Onshore,2015-01-05,1,2352.86,PT30M
579,Solar generation,Solar,2015-01-05,2,0.0,PT30M
580,Wind generation,Wind Offshore,2015-01-05,2,1116.68,PT30M
581,Wind generation,Wind Onshore,2015-01-05,2,2352.86,PT30M
582,Solar generation,Solar,2015-01-05,3,0.0,PT30M
583,Wind generation,Wind Offshore,2015-01-05,3,1170.952,PT30M
584,Wind generation,Wind Onshore,2015-01-05,3,2357.474,PT30M
585,Solar generation,Solar,2015-01-05,4,0.0,PT30M
586,Wind generation,Wind Offshore,2015-01-05,4,1170.952,PT30M
587,Wind generation,Wind Onshore,2015-01-05,4,2357.474,PT30M
588,Solar generation,Solar,2015-01-05,5,0.0,PT30M
589,Wind generation,Wind Offshore,2015-01-05,5,1199.447,PT30M
590,Wind generation,Wind Onshore,2015-01-05,5,2351.924,PT30M
591,Solar generation,Solar,2015-01-05,6,0.0,PT30M
592,Wind generation,Wind Offshore,2015-01-05,6,1199.447,PT30M
593,Wind generation,Wind Onshore,2015-01-05,6,2351.924,PT30M
594,Solar generation,Solar,2015-01-05,7,0.0,PT30M
595,Wind generation,Wind Offshore,2015-01-05,7,1253.269,PT30M
596,Wind generation,Wind Onshore,2015-01-05,7,2332.306,PT30M
597,Solar generation,Solar,2015-01-05,8,0.0,PT30M
598,Wind generation,Wind Offshore,2015-01-05,8,1253.269,PT30M
599,Wind generation,Wind Onshore,2015-01-05,8,2332.306,PT30M
600,Solar generation,Solar,2015-01-05,9,0.0,PT30M
601,Wind generation,Wind Offshore,2015-01-05,9,1321.2920000000001,PT30M
602,Wind generation,Wind Onshore,2015-01-05,9,2353.683,PT30M
603,Solar generation,Solar,2015-01-05,10,0.0,PT30M
604,Wind generation,Wind Offshore,2015-01-05,10,1321.2920000000001,PT30M
605,Wind generation,Wind Onshore,2015-01-05,10,2353.683,PT30M
606,Solar generation,Solar,2015-01-05,11,0.0,PT30M
607,Wind generation,Wind Offshore,2015-01-05,11,1355.205,PT30M
608,Wind generation,Wind Onshore,2015-01-05,11,2436.415,PT30M
609,Solar generation,Solar,2015-01-05,12,0.0,PT30M
610,Wind generation,Wind Offshore,2015-01-05,12,1355.205,PT30M
611,Wind generation,Wind Onshore,2015-01-05,12,2436.415,PT30M
612,Solar generation,Solar,2015-01-05,13,0.0,PT30M
613,Wind generation,Wind Offshore,2015-01-05,13,1357.779,PT30M
614,Wind generation,Wind Onshore,2015-01-05,13,2514.55,PT30M
615,Solar generation,Solar,2015-01-05,14,0.0,PT30M
616,Wind generation,Wind Offshore,2015-01-05,14,1357.779,PT30M
617,Wind generation,Wind Onshore,2015-01-05,14,2514.55,PT30M
618,Solar generation,Solar,2015-01-05,15,0.0,PT30M
619,Wind generation,Wind Offshore,2015-01-05,15,1370.445,PT30M
620,Wind generation,Wind Onshore,2015-01-05,15,2548.937,PT30M
621,Solar generation,Solar,2015-01-05,16,0.0,PT30M
622,Wind generation,Wind Offshore,2015-01-05,16,1370.445,PT30M
623,Wind generation,Wind Onshore,2015-01-05,16,2548.937,PT30M
624,Solar generation,Solar,2015-01-05,17,11.0,PT30M
625,Wind generation,Wind Offshore,2015-01-05,17,1423.204,PT30M
626,Wind generation,Wind Onshore,2015-01-05,17,2567.492,PT30M
627,Solar generation,Solar,2015-01-05,18,22.0,PT30M
628,Wind generation,Wind Offshore,2015-01-05,18,1423.204,PT30M
629,Wind generation,Wind Onshore,2015-01-05,18,2567.492,PT30M
630,Solar generation,Solar,2015-01-05,19,34.0,PT30M
631,Wind generation,Wind Offshore,2015-01-05,19,1507.215,PT30M
632,Wind generation,Wind Onshore,2015-01-05,19,2603.206,PT30M
633,Solar generation,Solar,2015-01-05,20,83.0,PT30M
634,Wind generation,Wind Offshore,2015-01-05,20,1507.215,PT30M
635,Wind generation,Wind Onshore,2015-01-05,20,2603.206,PT30M
636,Solar generation,Solar,2015-01-05,21,132.0,PT30M
637,Wind generation,Wind Offshore,2015-01-05,21,1511.912,PT30M
638,Wind generation,Wind Onshore,2015-01-05,21,2631.002,PT30M
639,Solar generation,Solar,2015-01-05,22,182.0,PT30M
640,Wind generation,Wind Offshore,2015-01-05,22,1511.912,PT30M
641,Wind generation,Wind Onshore,2015-01-05,22,2631.002,PT30M
642,Solar generation,Solar,2015-01-05,23,231.0,PT30M
643,Wind generation,Wind Offshore,2015-01-05,23,1476.451,PT30M
644,Wind generation,Wind Onshore,2015-01-05,23,2619.488,PT30M
645,Solar generation,Solar,2015-01-05,24,281.0,PT30M
646,Wind generation,Wind Offshore,2015-01-05,24,1476.451,PT30M
647,Wind generation,Wind Onshore,2015-01-05,24,2619.488,PT30M
648,Solar generation,Solar,2015-01-05,25,330.0,PT30M
649,Wind generation,Wind Offshore,2015-01-05,25,1435.8020000000001,PT30M
650,Wind generation,Wind Onshore,2015-01-05,25,2614.1279999999997,PT30M
651,Solar generation,Solar,2015-01-05,26,310.0,PT30M
652,Wind generation,Wind Offshore,2015-01-05,26,1435.8020000000001,PT30M
653,Wind generation,Wind Onshore,2015-01-05,26,2614.1279999999997,PT30M
654,Solar generation,Solar,2015-01-05,27,290.0,PT30M
655,Wind generation,Wind Offshore,2015-01-05,27,1440.3029999999999,PT30M
656,Wind generation,Wind Onshore,2015-01-05,27,2602.545,PT30M
657,Solar generation,Solar,2015-01-05,28,270.0,PT30M
658,Wind generation,Wind Offshore,2015-01-05,28,1440.3029999999999,PT30M
659,Wind generation,Wind Onshore,2015-01-05,28,2602.545,PT30M
660,Solar generation,Solar,2015-01-05,29,250.0,PT30M
661,Wind generation,Wind Offshore,2015-01-05,29,1464.3029999999999,PT30M
662,Wind generation,Wind Onshore,2015-01-05,29,2606.084,PT30M
663,Solar generation,Solar,2015-01-05,30,230.0,PT30M
664,Wind generation,Wind Offshore,2015-01-05,30,1464.3029999999999,PT30M
665,Wind generation,Wind Onshore,2015-01-05,30,2606.084,PT30M
666,Solar generation,Solar,2015-01-05,31,210.0,PT30M
667,Wind generation,Wind Offshore,2015-01-05,31,1478.8239999999998,PT30M
668,Wind generation,Wind Onshore,2015-01-05,31,2614.2,PT30M
669,Solar generation,Solar,2015-01-05,32,159.0,PT30M
670,Wind generation,Wind Offshore,2015-01-05,32,1478.8239999999998,PT30M
671,Wind generation,Wind Onshore,2015-01-05,32,2614.2,PT30M
672,Solar generation,Solar,2015-01-05,33,107.0,PT30M
673,Wind generation,Wind Offshore,2015-01-05,33,1593.22,PT30M
674,Wind generation,Wind Onshore,2015-01-05,33,2672.961,PT30M
675,Solar generation,Solar,2015-01-05,34,56.0,PT30M
676,Wind generation,Wind Offshore,2015-01-05,34,1593.22,PT30M
677,Wind generation,Wind Onshore,2015-01-05,34,2672.961,PT30M
678,Solar generation,Solar,2015-01-05,35,5.0,PT30M
679,Wind generation,Wind Offshore,2015-01-05,35,1702.999,PT30M
680,Wind generation,Wind Onshore,2015-01-05,35,2720.039,PT30M
681,Solar generation,Solar,2015-01-05,36,0.0,PT30M
682,Wind generation,Wind Offshore,2015-01-05,36,1702.999,PT30M
683,Wind generation,Wind Onshore,2015-01-05,36,2720.039,PT30M
684,Solar generation,Solar,2015-01-05,37,0.0,PT30M
685,Wind generation,Wind Offshore,2015-01-05,37,1828.97,PT30M
686,Wind generation,Wind Onshore,2015-01-05,37,2791.489,PT30M
687,Solar generation,Solar,2015-01-05,38,0.0,PT30M
688,Wind generation,Wind Offshore,2015-01-05,38,1828.97,PT30M
689,Wind generation,Wind Onshore,2015-01-05,38,2791.489,PT30M
690,Solar generation,Solar,2015-01-05,39,0.0,PT30M
691,Wind generation,Wind Offshore,2015-01-05,39,1812.2160000000001,PT30M
692,Wind generation,Wind Onshore,2015-01-05,39,2912.421,PT30M
693,Solar generation,Solar,2015-01-05,40,0.0,PT30M
694,Wind generation,Wind Offshore,2015-01-05,40,1812.2160000000001,PT30M
695,Wind generation,Wind Onshore,2015-01-05,40,2912.421,PT30M
696,Solar generation,Solar,2015-01-05,41,0.0,PT30M
697,Wind generation,Wind Offshore,2015-01-05,41,1796.021,PT30M
698,Wind generation,Wind Onshore,2015-01-05,41,3057.176,PT30M
699,Solar generation,Solar,2015-01-05,42,0.0,PT30M
700,Wind generation,Wind Offshore,2015-01-05,42,1796.021,PT30M
701,Wind generation,Wind Onshore,2015-01-05,42,3057.176,PT30M
702,Solar generation,Solar,2015-01-05,43,0.0,PT30M
703,Wind generation,Wind Offshore,2015-01-05,43,1785.911,PT30M
704,Wind generation,Wind Onshore,2015-01-05,43,3193.202,PT30M
705,Solar generation,Solar,2015-01-05,44,0.0,PT30M
706,Wind generation,Wind Offshore,2015-01-05,44,1785.911,PT30M
707,Wind generation,Wind Onshore,2015-01-05,44,3193.202,PT30M
708,Solar generation,Solar,2015-01-05,45,0.0,PT30M
709,Wind generation,Wind Offshore,2015-01-05,45,1831.996,PT30M
710,Wind generation,Wind Onshore,2015-01-05,45,3224.458,PT30M
711,Solar generation,Solar,2015-01-05,46,0.0,PT30M
712,Wind generation,Wind Offshore,2015-01-05,46,1831.996,PT30M
713,Wind generation,Wind Onshore,2015-01-05,46,3224.458,PT30M
714,Solar generation,Solar,2015-01-05,47,0.0,PT30M
715,Wind generation,Wind Offshore,2015-01-05,47,1889.3239999999998,PT30M
716,Wind generation,Wind Onshore,2015-01-05,47,3249.058,PT30M
717,Solar generation,Solar,2015-01-05,48,0.0,PT30M
718,Wind generation,Wind Offshore,2015-01-05,48,1889.3239999999998,PT30M
719,Wind generation,Wind Onshore,2015-01-05,48,3249.058,PT30M
720,Solar generation,Solar,2015-01-06,1,0.0,PT30M
721,Wind generation,Wind Offshore,2015-01-06,1,1822.733,PT30M
722,Wind generation,Wind Onshore,2015-01-06,1,3460.509,PT30M
723,Solar generation,Solar,2015-01-06,2,0.0,PT30M
724,Wind generation,Wind Offshore,2015-01-06,2,1822.733,PT30M
725,Wind generation,Wind Onshore,2015-01-06,2,3460.509,PT30M
726,Solar generation,Solar,2015-01-06,3,0.0,PT30M
727,Wind generation,Wind Offshore,2015-01-06,3,1949.854,PT30M
728,Wind generation,Wind Onshore,2015-01-06,3,3487.0429999999997,PT30M
729,Solar generation,Solar,2015-01-06,4,0.0,PT30M
730,Wind generation,Wind Offshore,2015-01-06,4,1949.854,PT30M
731,Wind generation,Wind Onshore,2015-01-06,4,3487.0429999999997,PT30M
732,Solar generation,Solar,2015-01-06,5,0.0,PT30M
733,Wind generation,Wind Offshore,2015-01-06,5,2098.27,PT30M
734,Wind generation,Wind Onshore,2015-01-06,5,3550.173,PT30M
735,Solar generation,Solar,2015-01-06,6,0.0,PT30M
736,Wind generation,Wind Offshore,2015-01-06,6,2098.27,PT30M
737,Wind generation,Wind Onshore,2015-01-06,6,3550.173,PT30M
738,Solar generation,Solar,2015-01-06,7,0.0,PT30M
739,Wind generation,Wind Offshore,2015-01-06,7,2211.216,PT30M
740,Wind generation,Wind Onshore,2015-01-06,7,3565.934,PT30M
741,Solar generation,Solar,2015-01-06,8,0.0,PT30M
742,Wind generation,Wind Offshore,2015-01-06,8,2211.216,PT30M
743,Wind generation,Wind Onshore,2015-01-06,8,3565.934,PT30M
744,Solar generation,Solar,2015-01-06,9,0.0,PT30M
745,Wind generation,Wind Offshore,2015-01-06,9,2136.81,PT30M
746,Wind generation,Wind Onshore,2015-01-06,9,3360.7540000000004,PT30M
747,Solar generation,Solar,2015-01-06,10,0.0,PT30M
